order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,price_cents,freight_value_cents,order_purchase_timestamp,days_purchase_to_limit
13bdf405f961a6deec817d817f5c6624,1,96ea060e41bdecc64e2de00b97068975,7a241947449cc45dbfda4f9d0798d9d0,2020-02-05 03:30:51,69.99,14.66,6999,1466,2017-03-16 02:30:51,1056.0416666666667
9c94a4ea2f7876660fa6f1b59b69c8e6,1,282b126b2354516c5f400154398f616d,7a241947449cc45dbfda4f9d0798d9d0,2020-02-03 20:23:22,75.99,14.7,7599,1470,2017-03-14 19:23:22,1056.0416666666667
c2bb89b5c1dd978d507284be78a04cb2,1,87b92e06b320e803d334ac23966c80b1,7a241947449cc45dbfda4f9d0798d9d0,2020-04-09 22:35:08,99.99,61.44,9999,6144,2017-05-23 22:28:36,1052.004537037037
c2bb89b5c1dd978d507284be78a04cb2,2,87b92e06b320e803d334ac23966c80b1,7a241947449cc45dbfda4f9d0798d9d0,2020-04-09 22:35:08,99.99,61.44,9999,6144,2017-05-23 22:28:36,1052.004537037037
