grupo,1,2,3,4,5
No prazo,6.615134901987492,2.6458269486157935,8.108875041145957,20.400449484114823,62.22971362413593
Atrasado,53.7989617744219,8.683341198678622,10.854176498348277,10.130564731791726,16.532955796759477
